icd9,phecode,phenotype
29043,290,Delirium dementia and amnestic and other cognitive disorders
2911,317,Alcohol-related disorders
2911,317,Alcohol-related disorders
2912,317,Alcohol-related disorders
2912,317,Alcohol-related disorders
2913,317,Alcohol-related disorders
2913,317,Alcohol-related disorders
29181,317,Alcohol-related disorders
29181,317,Alcohol-related disorders
29189,317,Alcohol-related disorders
2920,316,Substance addiction and disorders
29211,316,Substance addiction and disorders
29212,316,Substance addiction and disorders
29282,316,Substance addiction and disorders
29284,316,Substance addiction and disorders
29285,316,Substance addiction and disorders
29289,316,Substance addiction and disorders
2929,316,Substance addiction and disorders
2930,290,Delirium dementia and amnestic and other cognitive disorders
2930,290,Delirium dementia and amnestic and other cognitive disorders
2931,290,Delirium dementia and amnestic and other cognitive disorders
2931,290,Delirium dementia and amnestic and other cognitive disorders
29381,295,Schizophrenia and other psychotic disorders
29381,295,Schizophrenia and other psychotic disorders
29382,295,Schizophrenia and other psychotic disorders
29382,295,Schizophrenia and other psychotic disorders
29383,296,Mood disorders
29384,300,Anxiety disorders
29384,300,Anxiety disorders
29389,291,Other specified nonpsychotic and/or transient mental disorders
29389,291,Other specified nonpsychotic and/or transient mental disorders
2939,291,Other specified nonpsychotic and/or transient mental disorders
2939,291,Other specified nonpsychotic and/or transient mental disorders
2940,290,Delirium dementia and amnestic and other cognitive disorders
29410,290,Delirium dementia and amnestic and other cognitive disorders
29410,290,Delirium dementia and amnestic and other cognitive disorders
29411,290,Delirium dementia and amnestic and other cognitive disorders
29411,290,Delirium dementia and amnestic and other cognitive disorders
29420,290,Delirium dementia and amnestic and other cognitive disorders
29420,290,Delirium dementia and amnestic and other cognitive disorders
29421,290,Delirium dementia and amnestic and other cognitive disorders
29421,290,Delirium dementia and amnestic and other cognitive disorders
2948,290,Delirium dementia and amnestic and other cognitive disorders
2949,290,Delirium dementia and amnestic and other cognitive disorders
29502,295,Schizophrenia and other psychotic disorders
29502,295,Schizophrenia and other psychotic disorders
29512,295,Schizophrenia and other psychotic disorders
29512,295,Schizophrenia and other psychotic disorders
29520,295,Schizophrenia and other psychotic disorders
29520,295,Schizophrenia and other psychotic disorders
29522,295,Schizophrenia and other psychotic disorders
29522,295,Schizophrenia and other psychotic disorders
29524,295,Schizophrenia and other psychotic disorders
29524,295,Schizophrenia and other psychotic disorders
29530,295,Schizophrenia and other psychotic disorders
29530,295,Schizophrenia and other psychotic disorders
29532,295,Schizophrenia and other psychotic disorders
29532,295,Schizophrenia and other psychotic disorders
29540,295,Schizophrenia and other psychotic disorders
29540,295,Schizophrenia and other psychotic disorders
29544,295,Schizophrenia and other psychotic disorders
29544,295,Schizophrenia and other psychotic disorders
29560,295,Schizophrenia and other psychotic disorders
29560,295,Schizophrenia and other psychotic disorders
29562,295,Schizophrenia and other psychotic disorders
29562,295,Schizophrenia and other psychotic disorders
29564,295,Schizophrenia and other psychotic disorders
29564,295,Schizophrenia and other psychotic disorders
29570,295,Schizophrenia and other psychotic disorders
29570,295,Schizophrenia and other psychotic disorders
29572,295,Schizophrenia and other psychotic disorders
29572,295,Schizophrenia and other psychotic disorders
29573,295,Schizophrenia and other psychotic disorders
29573,295,Schizophrenia and other psychotic disorders
29574,295,Schizophrenia and other psychotic disorders
29574,295,Schizophrenia and other psychotic disorders
29575,295,Schizophrenia and other psychotic disorders
29575,295,Schizophrenia and other psychotic disorders
29580,295,Schizophrenia and other psychotic disorders
29580,295,Schizophrenia and other psychotic disorders
29590,295,Schizophrenia and other psychotic disorders
29590,295,Schizophrenia and other psychotic disorders
29592,295,Schizophrenia and other psychotic disorders
29592,295,Schizophrenia and other psychotic disorders
29600,296,Mood disorders
29600,296,Mood disorders
29604,296,Mood disorders
29604,296,Mood disorders
29614,296,Mood disorders
29614,296,Mood disorders
29620,296,Mood disorders
29620,296,Mood disorders
29620,296,Mood disorders
29621,296,Mood disorders
29621,296,Mood disorders
29622,296,Mood disorders
29622,296,Mood disorders
29622,296,Mood disorders
29623,296,Mood disorders
29623,296,Mood disorders
29623,296,Mood disorders
29624,296,Mood disorders
29624,296,Mood disorders
29624,296,Mood disorders
29625,296,Mood disorders
29625,296,Mood disorders
29625,296,Mood disorders
29630,296,Mood disorders
29630,296,Mood disorders
29630,296,Mood disorders
29631,296,Mood disorders
29631,296,Mood disorders
29632,296,Mood disorders
29632,296,Mood disorders
29632,296,Mood disorders
29633,296,Mood disorders
29633,296,Mood disorders
29633,296,Mood disorders
29634,296,Mood disorders
29634,296,Mood disorders
29634,296,Mood disorders
29640,296,Mood disorders
29640,296,Mood disorders
29644,296,Mood disorders
29644,296,Mood disorders
29650,296,Mood disorders
29650,296,Mood disorders
29651,296,Mood disorders
29651,296,Mood disorders
29653,296,Mood disorders
29653,296,Mood disorders
29654,296,Mood disorders
29654,296,Mood disorders
2967,296,Mood disorders
2967,296,Mood disorders
29680,296,Mood disorders
29680,296,Mood disorders
29681,296,Mood disorders
29681,296,Mood disorders
29689,296,Mood disorders
29689,296,Mood disorders
29690,296,Mood disorders
29699,296,Mood disorders
2971,295,Schizophrenia and other psychotic disorders
2971,295,Schizophrenia and other psychotic disorders
2972,295,Schizophrenia and other psychotic disorders
2972,295,Schizophrenia and other psychotic disorders
2978,295,Schizophrenia and other psychotic disorders
2978,295,Schizophrenia and other psychotic disorders
2979,295,Schizophrenia and other psychotic disorders
2979,295,Schizophrenia and other psychotic disorders
2980,295,Schizophrenia and other psychotic disorders
2980,295,Schizophrenia and other psychotic disorders
2982,295,Schizophrenia and other psychotic disorders
2984,295,Schizophrenia and other psychotic disorders
2984,295,Schizophrenia and other psychotic disorders
2989,295,Schizophrenia and other psychotic disorders
2989,295,Schizophrenia and other psychotic disorders
29900,313,Pervasive developmental disorders
29900,313,Pervasive developmental disorders
29980,313,Pervasive developmental disorders
29980,313,Pervasive developmental disorders
29990,313,Pervasive developmental disorders
29990,313,Pervasive developmental disorders
30000,300,Anxiety disorders
30000,300,Anxiety disorders
30001,300,Anxiety disorders
30001,300,Anxiety disorders
30001,300,Anxiety disorders
30002,300,Anxiety disorders
30002,300,Anxiety disorders
30002,300,Anxiety disorders
30009,300,Anxiety disorders
30009,300,Anxiety disorders
30011,303,Psychogenic and somatoform disorders
30011,303,Psychogenic and somatoform disorders
30012,303,Psychogenic and somatoform disorders
30014,303,Psychogenic and somatoform disorders
30015,303,Psychogenic and somatoform disorders
30016,303,Psychogenic and somatoform disorders
30021,300,Anxiety disorders
30021,300,Anxiety disorders
30021,300,Anxiety disorders
30022,300,Anxiety disorders
30022,300,Anxiety disorders
30022,300,Anxiety disorders
30029,300,Anxiety disorders
30029,300,Anxiety disorders
30029,300,Anxiety disorders
3003,300,Anxiety disorders
3003,300,Anxiety disorders
3004,300,Anxiety disorders
3004,300,Anxiety disorders
3007,303,Psychogenic and somatoform disorders
3007,303,Psychogenic and somatoform disorders
30089,300,Anxiety disorders
3009,300,Anxiety disorders
3010,301,Personality disorders
30113,301,Personality disorders
30120,301,Personality disorders
30120,301,Personality disorders
30122,301,Personality disorders
30122,301,Personality disorders
3013,301,Personality disorders
3013,301,Personality disorders
3014,301,Personality disorders
3014,301,Personality disorders
30150,301,Personality disorders
30151,301,Personality disorders
3017,301,Personality disorders
3017,301,Personality disorders
30181,301,Personality disorders
30183,301,Personality disorders
30183,301,Personality disorders
3019,301,Personality disorders
30250,302,Sexual and gender identity disorders
30285,302,Sexual and gender identity disorders
3029,302,Sexual and gender identity disorders
30300,317,Alcohol-related disorders
30301,317,Alcohol-related disorders
30302,317,Alcohol-related disorders
30303,317,Alcohol-related disorders
30390,317,Alcohol-related disorders
30391,317,Alcohol-related disorders
30392,317,Alcohol-related disorders
30393,317,Alcohol-related disorders
30400,316,Substance addiction and disorders
30401,316,Substance addiction and disorders
30402,316,Substance addiction and disorders
30403,316,Substance addiction and disorders
30410,316,Substance addiction and disorders
30411,316,Substance addiction and disorders
30420,316,Substance addiction and disorders
30421,316,Substance addiction and disorders
30422,316,Substance addiction and disorders
30423,316,Substance addiction and disorders
30430,316,Substance addiction and disorders
30431,316,Substance addiction and disorders
30440,316,Substance addiction and disorders
30441,316,Substance addiction and disorders
30443,316,Substance addiction and disorders
30460,316,Substance addiction and disorders
30461,316,Substance addiction and disorders
30470,316,Substance addiction and disorders
30471,316,Substance addiction and disorders
30472,316,Substance addiction and disorders
30473,316,Substance addiction and disorders
30480,316,Substance addiction and disorders
30481,316,Substance addiction and disorders
30483,316,Substance addiction and disorders
30490,316,Substance addiction and disorders
30491,316,Substance addiction and disorders
30493,316,Substance addiction and disorders
30500,317,Alcohol-related disorders
30500,317,Alcohol-related disorders
30501,317,Alcohol-related disorders
30501,317,Alcohol-related disorders
30502,317,Alcohol-related disorders
30502,317,Alcohol-related disorders
30503,317,Alcohol-related disorders
30503,317,Alcohol-related disorders
3051,318,Tobacco use disorder
30520,316,Substance addiction and disorders
30521,316,Substance addiction and disorders
30522,316,Substance addiction and disorders
30523,316,Substance addiction and disorders
30530,316,Substance addiction and disorders
30531,316,Substance addiction and disorders
30540,316,Substance addiction and disorders
30541,316,Substance addiction and disorders
30543,316,Substance addiction and disorders
30550,316,Substance addiction and disorders
30551,316,Substance addiction and disorders
30552,316,Substance addiction and disorders
30553,316,Substance addiction and disorders
30560,316,Substance addiction and disorders
30561,316,Substance addiction and disorders
30562,316,Substance addiction and disorders
30563,316,Substance addiction and disorders
30570,316,Substance addiction and disorders
30571,316,Substance addiction and disorders
30573,316,Substance addiction and disorders
30580,316,Substance addiction and disorders
30583,316,Substance addiction and disorders
30590,316,Substance addiction and disorders
30591,316,Substance addiction and disorders
30592,316,Substance addiction and disorders
30593,316,Substance addiction and disorders
3060,303,Psychogenic and somatoform disorders
3060,303,Psychogenic and somatoform disorders
3061,303,Psychogenic and somatoform disorders
3061,303,Psychogenic and somatoform disorders
3062,303,Psychogenic and somatoform disorders
3062,303,Psychogenic and somatoform disorders
3068,303,Psychogenic and somatoform disorders
3068,303,Psychogenic and somatoform disorders
3069,303,Psychogenic and somatoform disorders
3069,303,Psychogenic and somatoform disorders
3071,305.21,Anorexia nervosa
3071,305.2,Eating disorder
30723,313,Pervasive developmental disorders
30723,313,Pervasive developmental disorders
30742,327,Sleep disorders
30742,327,Sleep disorders
30742,327,Sleep disorders
30747,327,Sleep disorders
30747,327,Sleep disorders
30749,327,Sleep disorders
30750,305.2,Eating disorder
30751,305.2,Eating disorder
30752,305.2,Eating disorder
30759,305.2,Eating disorder
3076,313,Pervasive developmental disorders
30781,306,Other mental disorder
30781,306,Other mental disorder
30789,303,Psychogenic and somatoform disorders
30789,303,Psychogenic and somatoform disorders
3079,315,Develomental delays and disorders
3080,300,Anxiety disorders
3080,300,Anxiety disorders
3081,300,Anxiety disorders
3081,300,Anxiety disorders
3082,300,Anxiety disorders
3082,300,Anxiety disorders
3083,300,Anxiety disorders
3083,300,Anxiety disorders
3089,300,Anxiety disorders
3089,300,Anxiety disorders
3090,304,Adjustment reaction
3091,304,Adjustment reaction
30924,304,Adjustment reaction
30928,304,Adjustment reaction
3093,304,Adjustment reaction
3094,304,Adjustment reaction
30981,300,Anxiety disorders
